text,category
"Call to save manufacturing jobs

The Trades Union Congress (TUC) is calling on the government to stem job losses in manufacturing firms by reviewing the help it gives companies.

The TUC said in its submission before the Budget that action is needed because of 105,000 jobs lost from the sector over the last year. It calls for better pensions, child care provision and decent wages. The 36-page submission also urges the government to examine support other European countries provide to industry. TUC General Secretary Brendan Barber called for ""a commitment to policies that will make a real difference to the lives of working people.""

""Greater investment in childcare strategies and the people delivering that childcare will increases the options available to working parents,"" he said. ""A commitment to our public services and manufacturing sector ensures that we can continue to compete on a global level and deliver the frontline services that this country needs."" He also called for ""practical measures"" to help pensioners, especially women who he said ""are most likely to retire in poverty"". The submission also calls for decent wages and training for people working in the manufacturing sector.",business
"Tsunami cost hits Jakarta shares

The stock market in Jakarta has seen its biggest slide in a month, after the country doubled the likely cost of rebuilding from the Asian tsunami.

The fall came as Indonesia said it expected debt repayments of up to 30 trillion rupiah ($3.2bn; £1.7bn) to be frozen to help pay for the recovery. By Monday's close, the Jakarta Stock Exchange was down 2.1% at 1,011.15. Bar a slight dip at the New Year, The JSE had risen steadily by 4.7% since the tsunami hit on 26 December. Construction and property companies in particular have gained ground, although banks were among the main fallers on Monday.

So far, more than 100,000 people are believed to have been killed in Indonesia, the country closest to the earthquake which triggered the great wave.

On Friday, the government said its five-year estimate of rebuilding costs for Banda Aceh province - much of which was flattened by the quake and the tsunami - was 20 trillion rupiah ($2.2bn; £1.1bn), twice what it had previously estimated. That cost could be defrayed by temporary debt relief. On Monday, Indonesian economy minister Aburizal Bakrie told reporters that the Paris Club group of creditor countries was expected to freeze 20-30bn rupiah in payments due in 2005 and 2006. ""We hope we can resume the repayments at least from 2007,"" Mr Bakrie said. French finance minister Herve Gaymard said on Sunday that the Paris Club had already agreed to a moratorium on repayments for tsunami-hit countries ahead of its meeting on 12 January.",business
"EU ministers to mull jet fuel tax

European Union finance ministers are meeting on Thursday in Brussels, where they are to discuss a controversial jet fuel tax.

A levy on jet fuel has been suggested as a way to raise funds to finance aid for the world's poorest nations. Airlines and aviation bodies have reacted strongly against the plans, saying they would hurt companies at a time when earnings are under pressure. The EU said a tax would only be passed after full consultation with airlines. It was keen to point out earlier this week that any new tax on jet fuel should not hurt the ""competitiveness of the airlines"". Ministers will also be discussing reforms to regulations governing European public spending.

Global leaders have focused attention on poverty reduction and development at recent meetings of the G7 Group and World Economic Forum. The world's richest countries have said they want to boost the amount of aid they give to 0.7% of their annual gross national income by 2015. Many EU ministers are thought to support the plan to tax jet fuel - tabled by France and Germany following the recent G7 meeting. At present, the fuel used by airlines enjoys either a very low tax rate or is untaxed in EU member states.",business
"Wembley firm won't make a profit

Shares in Multiplex Group, which is building the new Wembley stadium, fell as much as 19% after it said it would not make any money on the project.

The Australian firm said it would only break even on the 1.2bn Australian dollars (£458m; $874m) rebuild, after a rise in costs on the work. Any profits would depend on the outcome of legal cases resulting from a change in steel contractor, it added. It cut A$68m from profit targets for Wembley and another UK project.

Investors were shaken by the news and the firm's shares fell to a four month low of A$4.50, before recovering to close 16% down at A$4.67. The decline came despite Multiplex reporting an 11% rise in pre-tax profits to A$67.7m for 2004 and reaffirming its 2005 profit forecasts. Increased costs at Wembley and a separate development in London's Docklands saw Multiplex's construction division report profits of A$35.1m.

The firm said the result was below expectations but stressed that the majority of its UK projects - which also include the White City redevelopment scheme in west London - were performing strongly.

To recoup any profit from Wembley, where the firm changed its steel contractor due to a legal dispute, Multiplex will have to win legal claims against subcontractors. These claims could take up to two years to resolve. ""Multiplex believes its claim are sound and ultimately will exceed the level needed to support the break even position,"" it said. ""It is expected that profits will be possible in future periods as the claims are finalised."" Wembley Stadium is to due to be completed in January and will officially open for the 2006 FA Cup Final. Analysts expressed concern at the unexpected paring back in profit. ""Such a big writeback on the Wembley project in such a short period has impacted on management credibility,"" Simon Wheatley, from Goldman Sachs, told Reuters.",business
"Home loan approvals rising again

The number of mortgages approved in the UK has risen for the first time since May last year, according to lending figures from the Bank of England.

New loans in December rose to 83,000, slightly higher than November's nine-year low of 77,000. Mortgage lending rose by £7.1bn in December, up from a £6.4bn rise in November. The figures contradict a survey from the British Bankers' Association, which said approvals were at a five-year low.

Analysts say the figures show the market may be stabilising but still point to further house price softness. ""The modest rise in mortgage approvals and lending in December reinforces the impression that the housing market is currently slowing steadily rather than sharply,"" said Global Insight analyst Howard Archer, commenting on the BoE's figures. The BBA believes that the property market is continuing to cool down. Changes to mortgage regulation may have artificially depressed figures in November, thus flattering the December figures, analysts said. In October last year, new rules came into force, which meant some lenders were forced to withdraw mortgage products temporarily in November and defer some lending until they had made sure they had complied with the rules properly. Separately, the Bank of England said that consumer credit rose by £1.5bn in December, more than the £1.4bn expected and above the £1.4bn reported in the previous month.",business
"Boeing secures giant Japan order

Boeing is to supply Japan Airlines with up to 50 of its forthcoming 7E7 planes in a deal that could be worth as much as $6bn (£3.1bn) for the US giant.

Japan Airlines has made a firm order for 30 of the aircraft, at $120m each, with the option to buy 20 more. Asia's biggest airline joins Japanese rival All Nippon as one of the first carriers to order the mid-size 7E7, which Boeing says is super-economical. Airbus this week announced the first pre-sale of its 7E7 rival - the A350. Boeing's great European competitor is to sell 10 of its forthcoming A350 to Spanish carrier Air Europe, which has the option to buy two more in a deal that could be worth more than $1.8bn. Both the 7E7 and the A350 are being designed to be as fuel-efficient as possible in the 200- to 300-seat sector, and each will be available in both short and long range versions.

Japan Airlines said it had looked at both aircraft before choosing the 7E7, also known as the Dreamliner. ""We chose the 7E7 after carefully considering both it and Airbus' aircraft,"" said a Japan Airlines spokesman. ""The 7E7 fits better for what we needed and it could be delivered when we hoped to get it."" Boeing continues to enjoy a dominance over Airbus in Japan, and Japanese companies are taking key roles in building the 7E7. The first 7E7s will be delivered to Japan Airlines in April 2008. Boeing has set itself a target of getting 200 firm commitments for the 7E7 by the end of this year, and has orders for 56 so far. Airbus hopes to have 50 orders in place for the A350 by mid-2005.",business
"BBC poll indicates economic gloom

Citizens in a majority of nations surveyed in a BBC World Service poll believe the world economy is worsening.

Most respondents also said their national economy was getting worse. But when asked about their own family's financial outlook, a majority in 14 countries said they were positive about the future. Almost 23,000 people in 22 countries were questioned for the poll, which was mostly conducted before the Asian tsunami disaster. The poll found that a majority or plurality of people in 13 countries believed the economy was going downhill, compared with respondents in nine countries who believed it was improving. Those surveyed in three countries were split. In percentage terms, an average of 44% of respondents in each country said the world economy was getting worse, compared to 34% who said it was improving. Similarly, 48% were pessimistic about their national economy, while 41% were optimistic. And 47% saw their family's economic conditions improving, as against 36% who said they were getting worse.

The poll of 22,953 people was conducted by the international polling firm GlobeScan, together with the Program on International Policy Attitudes (Pipa) at the University of Maryland. ""While the world economy has picked up from difficult times just a few years ago, people seem to not have fully absorbed this development, though they are personally experiencing its effects,"" said Pipa director Steven Kull. ""People around the world are saying: 'I'm OK, but the world isn't'."" There may be a perception that war, terrorism and religious and political divisions are making the world a worse place, even though that has not so far been reflected in global economic performance, says the BBC's Elizabeth Blunt.

The countries where people were most optimistic, both for the world and for their own families, were two fast-growing developing economies, China and India, followed by Indonesia. China has seen two decades of blistering economic growth, which has led to wealth creation on a huge scale, says the BBC's Louisa Lim in Beijing. But the results also may reflect the untrammelled confidence of people who are subject to endless government propaganda about their country's rosy economic future, our correspondent says. South Korea was the most pessimistic, while respondents in Italy and Mexico were also quite gloomy. The BBC's David Willey in Rome says one reason for that result is the changeover from the lira to the euro in 2001, which is widely viewed as the biggest reason why their wages and salaries are worth less than they used to be. The Philippines was among the most upbeat countries on prospects for respondents' families, but one of the most pessimistic about the world economy. Pipa conducted the poll from 15 November 2004 to 3 January 2005 across 22 countries in face-to-face or telephone interviews. The interviews took place between 15 November 2004 and 5 January 2005. The margin of error is between 2.5 and 4 points, depending on the country. In eight of the countries, the sample was limited to major metropolitan areas.",business
"Bush to outline 'toughest' budget

President Bush is to send his toughest budget proposals to date to the US Congress, seeking large cuts in domestic spending to lower the deficit.

About 150 federal programs could be cut or axed altogether as part of a $2.5 trillion (£1.3 trillion) package aimed at curbing the giant US budget deficit. Defence spending will rise, however, while the proposals exclude the cost of continuing military operations in Iraq. Vice-President Dick Cheney said the budget was the ""tightest"" so far.

At the heart of the administration's fifth budget, presented to Congress on Monday, is an austere package of domestic measures. These would see discretionary spending rise below the projected level of inflation.

Such belt-tightening is designed to tackle the massive budget deficit increases of President Bush's first term. Mr Cheney admitted that the budget was the toughest of the Bush Presidency but argued it was ""fair and responsible"". ""It is not something we have done with a meat axe, nor are we suddenly turning our back on the most needy people in our society,"" he said. The wars in Iraq and Afghanistan, increased expenditure on national security after 9/11 and the 2001 recession wiped out the budget surplus inherited by President Bush in 2001 and turned it into a record deficit. The shortfall is projected to rise to $427bn in 2005.

Education, environmental protection and transport initiatives are set to be scaled back as a first step towards reducing the deficit to $230bn by 2009.

Most controversially, the government is seeking to cut the Medicaid budget, which provides health care to the nation's poorest, by $45bn and to reduce farm subsidies by $587m. Spending on defence and homeland security is set to increase, although not by as much as originally planned. President Bush's proposals would see the Pentagon's budget rise by $19bn to $419.3bn while homeland security would get an extra $2bn.

The budget does not include the cost of running military operations in Iraq and Afghanistan, for which the administration in expected to seek an extra $80bn from Congress later this year.

Also not featuring in the proposals is the cost of funding the administration's radical proposed overhaul of social security provision. Some expects believe this could require borrowing of up to $4.5bn trillion over a twenty year period. Despite the Republicans holding a majority in both houses of Congress, the proposals will be fiercely contested over the next few months.

John McCain, a Republican Senator, said he was pleased the administration was prepared to tackle the deficit. ""With the deficits that we are now running, I am glad the president is coming over with a very austere budget,"" he said. However, Democratic Senator Kent Conrad said the proposals exposed the country to huge financial commitments beyond 2009. ""The cost of everything he [President Bush] advocates explodes,"" he said.",business
"Police detain Chinese milk bosses

Chinese police have detained three top executives at milk firm Yili, with reports suggesting that they are being investigated for embezzlement.

Yili - full name Inner Mongolia Yili Industrial - confirmed its chairman, chief financial officer and securities representative were all in custody. The company, China's third-largest milk producer, is to hold an emergency meeting to debate the issue. A Yili spokesman said it may now move to oust chairman Zheng Junhuai. The spokesman did not say why the three had been detained by the police. The official Xinhua News Agency said the arrest was linked to alleged embezzlement.

Yili has recently been the subject of intense media speculation over its financial operations. Executives are suspected of wrongly using 417m yuan ($50.4m; £26m) of company funds to support a management buyout back in July 2003. Yili's shares were suspended on Tuesday, having fallen by 10% on Monday. The company and its two main rivals - market leader Mengniu Dairy and second place Bright Dairy - dominate a Chinese milk market that has grown by almost 30% over the past five years. Analysts wondered if the scandal at Yili - the latest to befall Chinese companies this year - could be followed by further revelations of corporate wrongdoing. ""Investors wonder if Yili's scandal, one of a slew to be uncovered this year, isn't just the tip of the iceberg,"" said Chen Huiqin, an analyst at Huatai Securities.",business
"Senior Fannie Mae bosses resign

The two most senior executives at US mortgage giant Fannie Mae have resigned after accounting irregularities were uncovered at the company.

Chief executive Franklin Raines, a former senior official in the Clinton administration, and chief financial officer Tim Howard have left the firm. Fannie Mae was criticised by financial regulators and could have to restate its earnings by up to $9bn (£4.6bn). It is America's second largest financial institution.

Recent investigations have exposed extensive accounting errors at Fannie Mae, which supplies funds to America's $8 trillion mortgage market. Last week, the firm was admonished by the Securities and Exchange Commission which said it had made major errors in its financial reporting.

The financial regulator said Fannie Mae would have to raise substantial new capital to restore its balance sheet. Analysts said the SEC's criticism made it impossible for Fannie Mae's senior executives to remain. Mr Raines, head of the Office of Management and Budget under President Clinton, has taken early retirement while Mr Howard has also stepped down, the company said on Tuesday. KPMG, Fannie Mae's independent auditor, will also be replaced. ""By my early retirement, I have held myself accountable,"" Mr Raines said in a statement.

Fannie Mae was found to have violated accounting rules relating to derivatives - financial instruments used to hedge against fluctuations in interest rates - and some pre-paid loans. As a result, it could be forced to restate $9bn in earnings over the past four years, effectively wiping out a third of the company's profits since 2001. Although not making loans directly to buyers, Fannie Mae is the largest single player in the mortgage market, underwriting half of all US house purchases. The firm operates under charter from the US Congress. It has faced stinging criticism from Congressional leaders who held hearings into its finances earlier this year and from government regulator, the Office of Federal Housing Enterprise Oversight (OFHEO). ""We are encouraged that the board's announcement signals a new culture and a new direction for Fannie Mae,"" Armando Falcon, OFHEO director said. The problems afflicting Fannie Mae are just the latest to hit the US mortgage industry. Freddie Mac, the country's other largest mortgage firm, was forced to restate its earnings by $4.4bn last year and pay a $125m fine after an investigation of its books.",business
"Train strike grips Buenos Aires

A strike on the Buenos Aires underground has caused traffic chaos and large queues at bus stops in the Argentine capital.

Tube workers walked out last week demanding a 53% pay rise and in protest against the installation of automatic ticket machines. Metrovias, the private firm which runs the five tube lines in the city, has offered an 8% increase in wages. The firm promised no jobs would be lost as a result of new ticket machines. It said it would put this commitment on paper.

Underground staff have warned they will continue with the protests until the management put an acceptable offer on the table. The Argentine Work Ministry has been mediating in the conflict and it could call an ""obligatory conciliation"", which would force both sides to find a solution and put an end to the conflict. Some tube commuters have not hidden their frustration at the ongoing strike and have broken the windows of the underground trains, according to the local press. ""We are taken as hostages. I don't know who is right, but the harm ones are us,"" said accountant Jose Lopez.",business
